Run,Date and plot,Date,Plot,Volume mL,PO4-P mg/L,PO4-P ug,NO3-N mg/L,NO3-N ug,NH4-N mg/L,NH4-N ug
4,7 MAY 19-4,5/7/19,4,910,0.12364256,112.5147296,1.69050743,1538.361761,3.6899556,3357.859596
4,7 MAY 19-5,5/7/19,5,2140,0.08817056,188.6849984,0.655735972,1403.27498,BDL,BDL
4,7 MAY 19-6,5/7/19,6,860,0.05364448,46.1342528,0.09405852,80.89032728,0.13810548,118.7707128
4,21 MAY 19-1,5/21/19,1,460,0.03519904,16.1915584,0.31016319,142.6750672,2.09622192,964.2620832
4,21 MAY 19-2,5/21/19,2,760,0.18749216,142.4940416,1.77130332,1346.190523,6.9471522,5279.835672
4,21 MAY 19-3,5/21/19,3,600,0.11039968,66.239808,1.249537091,749.7222545,0.42570468,255.422808
4,21 MAY 19-4,5/21/19,4,1000,0.23573408,235.73408,1.290421758,1290.421758,0.06349248,63.49248
4,21 MAY 19-5,5/21/19,5,1340,0.07634656,102.3043904,0.609010638,816.0742549,0.03310464,44.3602176
4,21 MAY 19-6,5/21/19,6,2430,BDL,BDL,0.026890853,65.34477167,BDL,BDL
4,3 JUNE 19-1,6/3/19,1,110,0.02526688,2.7793568,0.189456077,20.84016846,BDL,BDL
4,3 JUNE 19-2,6/3/19,2,150,0.32748832,49.123248,2.514041441,377.1062161,1.27032384,190.548576
4,3 JUNE 19-3,6/3/19,3,580,0.17661408,102.4361664,0.535028859,310.3167383,1.43637168,833.0955744
4,3 JUNE 19-4,6/3/19,4,730,0.13168288,96.1285024,1.647675874,1202.803388,0.12942324,94.4789652
4,3 JUNE 19-5,6/3/19,5,3370,0.04087456,137.7472672,0.211845299,713.918659,BDL,BDL
4,3 JUNE 19-6,6/3/19,6,1410,0.05080672,71.6374752,0.055120742,77.72024594,BDL,BDL
4,19 JUNE 19-1,6/19/19,1,120,0.012024,1.44288,0.280959856,33.71518271,0.2821764,33.861168
4,19 JUNE 19-2,6/19/19,2,120,0.35539296,42.6471552,2.727225777,327.2670932,0.08248488,9.8981856
4,19 JUNE 19-3,6/19/19,3,70,0.42208032,29.5456224,3.707484345,259.5239042,0.0284922,1.994454
4,19 JUNE 19-4,6/19/19,4,90,1.5349552,138.145968,3.855447903,346.9903113,0.19426872,17.4841848
4,19 JUNE 19-5,6/19/19,5,1000,0.14965536,149.65536,0.660603194,660.6031942,0.08574072,85.74072
4,19 JUNE 19-6,6/19/19,6,270,0.0616848,16.654896,0.075563075,20.40203036,0.20240832,54.6502464
4,2 JULY 19-1,7/2/19,1,15,0.02432096,0.3648144,0.216712522,3.250687826,0.17039256,2.5558884
4,2 JULY 19-2,7/2/19,2,23,1.27861088,29.40805024,5.227031143,120.2217163,0.26698248,6.14059704
4,2 JULY 19-3,7/2/19,3,30,1.21854496,36.5563488,3.301558007,99.0467402,0.21543168,6.4629504
4,2 JULY 19-4,7/2/19,4,19,1.24550368,23.66456992,0.741399084,14.0865826,2.97258552,56.47912488
4,2 JULY 19-5,7/2/19,5,40,0.51478048,20.5912192,5.687470371,227.4988149,0.01926732,0.7706928
4,2 JULY 19-6,7/2/19,6,70,0.01722656,1.2058592,0.018129852,1.26908967,1.04892672,73.4248704
4,17 JULY 19-1,7/17/19,1,149,0.03992864,5.94936736,0.730691195,108.8729881,0.33155664,49.40193936
4,17 JULY 19-2,7/17/19,2,370,0.3974864,147.069968,4.872697361,1802.898023,BDL,BDL
4,17 JULY 19-3,7/17/19,3,410,0.38424352,157.5398432,2.547138552,1044.326806,0.29194392,119.6970072
4,17 JULY 19-4,7/17/19,4,650,0.07256288,47.165872,7.243034614,4707.972499,1.321332,858.8658
4,17 JULY 19-5,7/17/19,5,1050,0.05506336,57.816528,0.743345973,780.5132717,BDL,BDL
4,17 JULY 19-6,7/17/19,6,1210,0.04323936,52.3196256,0.047333186,57.27315523,0.03880236,46.9508556
4,31 JULY 19-1,7/31/19,1,100,0.07445472,7.445472,0.528214748,52.8214748,0.0474846,4.74846
4,31 JULY 19-2,7/31/19,2,570,0.20924832,119.2715424,0.772549307,440.3531049,BDL,BDL
4,31 JULY 19-3,7/31/19,3,600,0.42775584,256.653504,1.087945311,652.7671866,0.83458392,500.750352
4,31 JULY 19-4,7/31/19,4,280,0.2910704,81.499712,1.283607647,359.4101411,3.36627084,942.5558352
4,31 JULY 19-5,7/31/19,5,1820,0.047496,86.44272,0.239101744,435.1651745,BDL,BDL
4,31 JULY 19-6,7/31/19,6,1370,0.0262128,35.911536,0.187509188,256.8875875,BDL,BDL
4,13 AUG 19-1,8/13/19,1,1670,0.02337504,39.0363168,0.081403742,135.9442494,0.05101176,85.1896392
,,8/13/19,2?,630,,0,,0,,0
4,13 AUG 19-3,8/13/19,3,280,0.11418336,31.9713408,1.584401984,443.6325556,0.02143788,6.0026064
4,13 AUG 19-4,8/13/19,4,290,0.213032,61.77928,1.411128871,409.2273725,0.04314348,12.5116092
4,13 AUG 19-5,8/13/19,5,1500,0.0640496,96.0744,0.655735972,983.6039579,4.94236872,7413.55308
4,13 AUG 19-6,8/13/19,6,1120,0.06594144,73.8544128,0.234234522,262.3426646,6.57842832,7367.839718
4,27 AUG 19-1,8/27/19,1,240,0.03850976,9.2423424,BDL,BDL,0.07353132,17.6475168
4,27 AUG 19-2,8/27/19,2,570,0.153912,87.72984,0.364676079,207.8653651,0.0908958,51.810606
4,27 AUG 19-3,8/27/19,3,500,0.15438496,77.19248,4.052083683,2026.041842,0.0339186,16.9593
4,27 AUG 19-4,8/27/19,4,590,0.14019616,82.7157344,1.0811312,637.8674078,BDL,BDL
4,27 AUG 19-5,8/27/19,5,1530,0.02337504,35.7638112,0.465914303,712.8488832,BDL,BDL
4,27 AUG 19-6,8/27/19,6,210,0.0758736,15.933456,0.798832307,167.7547845,0.18911364,39.7138644
4,10 SEP 19-1,9/10/19,1,2960,0.01533472,45.3907712,0.11158052,330.2783401,0.12779532,378.2741472
4,10 SEP 19-2,9/10/19,2,2780,0.05033376,139.9278528,0.156358965,434.6779237,0.39721608,1104.260702
4,10 SEP 19-3,9/10/19,3,7850,0.02668576,209.483216,0.604143416,4742.525813,0.11043084,866.882094
4,10 SEP 19-4,9/10/19,4,3110,0.08344096,259.5013856,0.583701082,1815.310365,0.12046968,374.6607048
4,10 SEP 19-5,9/10/19,5,3210,0.0285776,91.734096,0.526267859,1689.319828,BDL,BDL
4,10 SEP 19-6,9/10/19,6,3070,0.03519904,108.0610528,0.14857141,456.1142278,2.5775436,7913.058852
4,26 SEP 19-1,9/26/19,1,1660,0.0735088,122.024608,0.204057744,338.7358546,0.7434204,1234.077864
4,26 SEP 19-2,9/26/19,2,1340,0.09148128,122.5849152,0.320871079,429.9672454,2.12498184,2847.475666
4,26 SEP 19-3,9/26/19,3,640,0.0876976,56.126464,1.760595431,1126.781076,0.13919076,89.0820864
4,26 SEP 19-4,9/26/19,4,760,0.4282288,325.453888,0.992547754,754.3362931,0.10364784,78.7723584
4,26 SEP 19-5,9/26/19,5,4220,0.04891488,206.4207936,0.573966638,2422.13921,BDL,BDL
4,26 SEP 19-6,9/26/19,6,1420,0.05364448,76.1751616,0.350074412,497.1056655,0.39178968,556.3413456
5,8 OCT 19-1,10/8/19,1,160,0.05443088,8.7089408,1.100853095,176.1364952,0.12597984,20.1567744
5,8 OCT 19-2,10/8/19,2,370,0.05566622,20.5965014,0.590707289,218.561697,0.76528128,283.1540736
5,8 OCT 19-3,10/8/19,3,100,0.13905167,13.905167,2.753394376,275.3394376,0.25588848,25.588848
5,8 OCT 19-4,10/8/19,4,90,0.19917155,17.9254395,0.751097958,67.59881624,0.44724768,40.2522912
5,8 OCT 19-5,10/8/19,5,570,0.0622547,35.485179,1.141209457,650.4893903,0.61300248,349.4114136
5,8 OCT 19-6,10/8/19,6,160,0.0910793,14.572688,0.691080805,110.5729287,2.14360656,342.9770496
5,23 OCT 19-1,10/23/19,1,810,0.03322421,26.9116101,0.587602954,475.9583924,0.06237312,50.5222272
5,23 OCT 19-2,10/23/19,2,910,0.04598939,41.8503449,0.484125103,440.5538433,0.25319328,230.4058848
5,23 OCT 19-3,10/23/19,3,290,0.09231464,26.7712456,2.586795035,750.1705603,BDL,BDL
5,23 OCT 19-4,10/23/19,4,690,0.14419892,99.4972548,0.636237544,439.0039051,0.29982024,206.8759656
5,23 OCT 19-5,10/23/19,5,2380,0.02231204,53.1026552,0.537933585,1280.281933,BDL,BDL
5,23 OCT 19-6,10/23/19,6,440,0.06781373,29.8380412,0.434455734,191.160523,0.49225752,216.5933088
5,5 NOV 19-1,11/5/19,1,190,BDL,BDL,0.799732548,151.9491842,BDL,BDL
5,5 NOV 19-2,11/5/19,2,530,0.06760784,35.8321552,0.313386648,166.0949236,BDL,BDL
5,5 NOV 19-3,11/5/19,3,110,0.08716739,9.5884129,5.392079577,593.1287534,1.0633704,116.970744
5,5 NOV 19-4,11/5/19,4,350,0.05937224,20.780284,0.859749702,300.9123956,0.10145352,35.508732
5,5 NOV 19-5,11/5/19,5,1210,0.08037302,97.2513542,0.609333302,737.2932958,0.10172304,123.0848784
5,5 NOV 19-6,11/5/19,6,360,0.06493127,23.3752572,0.336151776,121.0146392,0.0149376,5.377536
5,20 NOV 19-1,11/20/19,1,150,0.03528311,5.2924665,0.317525762,47.62886436,0.54750912,82.126368
5,20 NOV 19-2,11/20/19,2,550,0.04310693,23.7088115,0.523446686,287.8956773,0.0580608,31.93344
5,20 NOV 19-3,11/20/19,3,120,0.11722733,14.0672796,3.807833678,456.9400413,BDL,BDL
5,20 NOV 19-4,11/20/19,4,370,0.0684314,25.319618,0.689011248,254.9341616,0.48551952,179.6422224
5,20 NOV 19-5,11/20/19,5,1090,0.05731334,62.4715406,1.028418599,1120.976273,BDL,BDL
5,20 NOV 19-6,11/20/19,6,480,0.04001858,19.2089184,0.68073302,326.7518494,BDL,BDL
5,3 DEC 19-1,12/3/19,1,6750,0.01963547,132.5394225,0.240952153,1626.427031,BDL,BDL
5,3 DEC 19-2,12/3/19,2,3160,0.02045903,64.6505348,0.180934999,571.7545971,BDL,BDL
5,3 DEC 19-3,12/3/19,3,8340,0.02457683,204.9707622,0.856645366,7144.422355,BDL,BDL
5,3 DEC 19-4,12/3/19,4,2520,0.04084214,102.9221928,0.462394754,1165.23478,0.15832224,398.9720448
5,3 DEC 19-5,12/3/19,5,5830,0.02807696,163.6886768,0.446873076,2605.270034,2.02232256,11790.14052
5,3 DEC 19-6,12/3/19,6,2750,0.20534825,564.7076875,0.592776846,1630.136327,0.46126272,1268.47248
5,17 DEC 19-1,12/17/19,1,120,0.19670087,23.6041044,2.385013226,286.2015871,BDL,BDL
5,17 DEC 19-2,12/17/19,2,550,0.04804829,26.4265595,0.558629155,307.2460354,BDL,BDL
5,17 DEC 19-3,12/17/19,3,100,0.05690156,5.690156,12.17298315,1217.298315,0.07342344,7.342344
5,17 DEC 19-4,12/17/19,4,440,0.0457835,20.14474,0.728332831,320.4664456,BDL,BDL
5,17 DEC 19-5,12/17/19,5,580,0.0499013,28.942754,2.556786459,1482.936146,BDL,BDL
5,17 DEC 19-6,12/17/19,6,230,0.05278376,12.1402648,2.21530955,509.5211966,BDL,BDL
5,31 DEC 19-1,12/31/19,1,780,0.03054764,23.8271592,0.483090324,376.8104528,BDL,BDL
5,31 DEC 19-2,12/31/19,2,550,0.04866596,26.766278,1.190878825,654.9833538,1.00461504,552.538272
5,31 DEC 19-3,12/31/19,3,640,0.11681555,74.761952,9.264220762,5929.101288,0.35022048,224.1411072
5,31 DEC 19-4,12/31/19,4,2130,0.04393049,93.5719437,0.412725385,879.1050708,0.17072016,363.6339408
5,31 DEC 19-5,12/31/19,5,1350,0.07275509,98.2193715,2.24324857,3028.38557,BDL,BDL
5,31 DEC 19-6,12/31/19,6,870,0.03631256,31.5919272,0.595881182,518.4166281,0.08609088,74.8990656
5,14 JAN 20-1,1/14/20,1,760,0.05587211,42.4628036,0.980818788,745.4222785,BDL,BDL
5,14 JAN 20-2,1/14/20,2,600,0.07584344,45.506064,1.15259202,691.5552121,BDL,BDL
5,14 JAN 20-3,1/14/20,3,450,0.03837146,17.267157,5.343444987,2404.550244,BDL,BDL
5,14 JAN 20-4,1/14/20,4,880,0.03919502,34.4916176,0.45101219,396.8907274,BDL,BDL
5,14 JAN 20-5,1/14/20,5,1000,0.04722473,47.22473,2.154257618,2154.257618,2.65650312,2656.50312
5,14 JAN 20-6,1/14/20,6,860,0.02684162,23.0837932,0.642446215,552.5037446,BDL,BDL
5,28 JAN 20-1,1/28/20,1,6920,0.02128259,147.2755228,0.267856394,1853.566246,BDL,BDL
5,28 JAN 20-2,1/28/20,2,4150,0.02416505,100.2849575,0.475846874,1974.764529,BDL,BDL
5,28 JAN 20-3,1/28/20,3,4200,0.02272382,95.440044,2.640603518,11090.53478,0.02086704,87.641568
5,28 JAN 20-4,1/28/20,4,2450,0.0334301,81.903745,0.713845932,1748.922533,0.01817184,44.521008
5,28 JAN 20-5,1/28/20,5,1410,0.03775379,53.2328439,1.022209928,1441.315998,0.10064496,141.9093936
5,28 JAN 20-6,1/28/20,6,1030,0.02951819,30.4037357,0.633133208,652.1272043,1.13021136,1164.117701
6,11 FEB 20-1,2/11/20,1,60,0.11854746,7.1128476,3.314364883,198.861893,0.263,15.78
6,11 FEB 20-2,2/11/20,2,150,0.07785326,11.677989,2.123071937,318.4607905,0.017,2.55
6,11 FEB 20-3,2/11/20,3,10,0.03715906,0.3715906,3.306277776,33.06277776,1.025,10.25
6,11 FEB 20-4,2/11/20,4,200,0.04486954,8.973908,0.985278309,197.0556618,0.049,9.8
6,11 FEB 20-5,2/11/20,5,180,0.0838503,15.093054,1.649043099,296.8277578,2.147,386.46
6,11 FEB 20-6,2/11/20,6,330,0.04572626,15.0896658,3.103478037,1024.147752,5.318,1754.94
6,25 FEB 20-1,2/25/20,1,490,0.04251356,20.8316444,0.183410629,89.8712082,BDL,BDL
6,25 FEB 20-2,2/25/20,2,930,0.0356598,33.163614,0.673613679,626.4607217,BDL,BDL
6,25 FEB 20-3,2/25/20,3,550,0.04401282,24.207051,2.119961511,1165.978831,0.014,7.7
6,25 FEB 20-4,2/25/20,4,1210,0.022809,27.59889,0.410471687,496.6707407,0.016,19.36
6,25 FEB 20-5,2/25/20,5,680,0.04594044,31.2394992,0.396785815,269.8143539,BDL,BDL
6,25 FEB 20-6,2/25/20,6,1950,0.03930086,76.636677,0.287298839,560.2327358,BDL,BDL
6,10 MAR 20-1,3/10/20,1,460,0.0517233,23.792718,0.212026543,97.53220982,0.072,33.12
6,10 MAR 20-2,3/10/20,2,770,0.02623588,20.2016276,0.459616409,353.9046346,0.11,84.7
6,10 MAR 20-3,3/10/20,3,140,0.0827794,11.589116,7.119037288,996.6652203,4.139,579.46
6,10 MAR 20-4,3/10/20,4,580,0.04508372,26.1485576,0.424779644,246.3721933,BDL,BDL
6,10 MAR 20-5,3/10/20,5,380,0.11233624,42.6877712,0.351995688,133.7583615,0.637,242.06
6,10 MAR 20-6,3/10/20,6,1010,0.03266128,32.9878928,0.542353725,547.7772627,0.012,12.12
6,20 MAR 20-1,3/20/20,1,460,0.03094784,14.2360064,0.259927095,119.5664637,0.04,18.4
6,20 MAR 20-2,3/20/20,2,2520,0.0420852,106.054704,0.171591012,432.409351,0.884,2227.68
6,20 MAR 20-3,3/20/20,3,980,0.03330382,32.6377436,1.604252973,1572.167913,4.97,4870.6
6,20 MAR 20-4,3/20/20,4,1100,0.04701134,51.712474,0.624468957,686.9158529,0.577,634.7
6,20 MAR 20-5,3/20/20,5,950,0.02366572,22.482434,0.256194584,243.3848552,BDL,BDL
6,20 MAR 20-6,3/20/20,6,1000,0.02130974,21.30974,0.32897854,328.9785398,BDL,BDL
6,15 APR 20-1,4/15/20,1,3950,0.02195228,86.711506,0.333955221,1319.123121,BDL,BDL
6,15 APR 20-2,4/15/20,2,9260,0.01724032,159.6453632,0.207049862,1917.281726,0.026,240.76
6,15 APR 20-3,4/15/20,3,1360,0.04080012,55.4881632,3.711877255,5048.153066,0.025,34
6,15 APR 20-4,4/15/20,4,2060,0.03908668,80.5185608,0.739554699,1523.482679,0.234,482.04
6,15 APR 20-5,4/15/20,5,2750,0.04486954,123.391235,0.444686366,1222.887508,0.077,211.75
6,15 APR 20-6,4/15/20,6,6930,BDL,BDL,0.177189778,1227.925162,BDL,BDL
6,29 APR 20-1,4/29/20,1,50,0.06286066,3.143033,1.650909354,82.54546771,0.07,3.5
6,29 APR 20-2,4/29/20,2,260,0.01788286,4.6495436,1.342977235,349.1740811,BDL,BDL
6,29 APR 20-3,4/29/20,3,20,0.18837014,3.7674028,8.383114189,167.6622838,0.159,3.18
6,29 APR 20-4,4/29/20,4,50,0.04808224,2.404112,3.752312785,187.6156393,0.082,4.1
6,29 APR 20-5,4/29/20,5,290,0.044227,12.82583,0.720892146,209.0587223,0.108,31.32
6,29 APR 20-6,4/29/20,6,190,0.06478828,12.3097732,0.779990229,148.1981436,0.369,70.11
6,12 MAY 20-1,5/12/20,1,3460,0.022809,78.91914,0.320269349,1108.131946,BDL,BDL
6,12 MAY 20-2,5/12/20,2,2780,BDL,BDL,0.673613679,1872.646028,0.02,55.6
6,12 MAY 20-3,5/12/20,3,950,0.03801578,36.114991,4.732718886,4496.082942,BDL,BDL
6,12 MAY 20-4,5/12/20,4,750,0.03009112,22.56834,2.859620682,2144.715512,0.343,257.25
6,12 MAY 20-5,5/12/20,5,2260,0.0163836,37.026936,0.57470215,1298.826859,0.022,49.72
6,12 MAY 20-6,5/12/20,6,500,0.04294192,21.47096,0.345774837,172.8874186,0.515,257.5
6,1 JUNE 20-1,6/1/20,1,540,0.02409408,13.0108032,0.504406535,272.3795289,BDL,BDL
6,1 JUNE 20-2,6/1/20,2,990,0.01809704,17.9160696,0.643753595,637.316059,0.026,25.74
6,1 JUNE 20-3,6/1/20,3,200,0.06178976,12.357952,7.230390519,1446.078104,0.012,2.4
6,1 JUNE 20-4,6/1/20,4,150,0.05258002,7.887003,5.398349931,809.7524897,0.078,11.7
6,1 JUNE 20-5,6/1/20,5,950,0.05086658,48.323251,0.526801598,500.4615183,BDL,BDL
6,1 JUNE 20-6,6/1/20,6,510,0.03287546,16.7664846,0.058371526,29.7694783,0.05,25.5
7,16JUN20 1,6/16/20,1,690,0.065,44.85,0.66501508,458.860405,BDL,BDL
7,16JUN20 2,6/16/20,2,970,0.018,17.46,1.426109436,1383.326153,BDL,BDL
7,16JUN20 3,6/16/20,3,460,0.065,29.9,9.444851357,4344.631624,0.05,23
7,16JUN20 4,6/16/20,4,920,0.052,47.84,3.418354158,3144.885825,0.159,146.28
7,16JUN20 5,6/16/20,5,670,0.058,38.86,1.427401982,956.3593279,BDL,BDL
7,16JUN20 6,6/16/20,6,410,0.068,27.88,0.616329168,252.6949591,0.274,112.34
7,30JUN20 1,6/30/20,1,130,0.062,8.06,0.755708746,98.24213701,BDL,BDL
7,30JUN20 2,6/30/20,2,47,0.047,2.209,1.108143042,52.08272296,BDL,BDL
7,30JUN20 3,6/30/20,3,140,0.107,14.98,8.7632486,1226.854804,2.643,370.02
7,30JUN20 4,6/30/20,4,550,0.113,62.15,1.464885825,805.6872038,0.167,91.85
7,30JUN20 5,6/30/20,5,120,0.113,13.56,1.938819474,232.6583369,2.038,244.56
7,30JUN20 6,6/30/20,6,430,0.054,23.22,0.869883671,374.0499785,0.6,258
7,14JUL20 1,7/14/20,1,830,0.056,46.48,0.302240414,250.8595433,0.023,19.09
7,14JUL20 2,7/14/20,2,1060,0.036,38.16,0.802886687,851.059888,BDL,BDL
7,14JUL20 3,7/14/20,3,1070,0.055,58.85,4.18763464,4480.769065,0.067,71.69
7,14JUL20 4,7/14/20,4,1390,0.057,79.23,1.489013356,2069.728565,0.039,54.21
7,14JUL20 5,7/14/20,5,680,0.065,44.2,1.317320121,895.777682,0.155,105.4
7,14JUL20 6,7/14/20,6,1210,0.045,54.45,0.459284791,555.7345972,0.242,292.82
7,28JUL20 1,7/28/20,1,130,0.068,8.84,0.875484705,113.8130116,BDL,BDL
7,28JUL20 2,7/28/20,2,630,0.056,35.28,0.43860405,276.3205515,BDL,BDL
7,28JUL20 3,7/28/20,3,300,0.109,32.7,13.21930202,3965.790607,0.019,5.7
7,28JUL20 4,7/28/20,4,300,0.15,45,2.162429987,648.7289961,0.352,105.6
7,28JUL20 5,7/28/20,5,120,0.131,15.72,2.085523481,250.2628178,0.288,34.56
7,28JUL20 6,7/28/20,6,630,0.082,51.66,0.616329168,388.2873761,0.207,130.41
7,11AUG20 1,8/11/20,1,,0.035,0,0.446143903,0,BDL,BDL
7,11AUG20 2,8/11/20,2,2560,BDL,BDL,0.145411461,372.2533391,BDL,BDL
7,11AUG20 3,8/11/20,3,1980,0.029,57.42,1.680956484,3328.293839,BDL,BDL
7,11AUG20 4,8/11/20,4,1140,0.054,61.56,0.530159414,604.381732,0.016,18.24
7,11AUG20 5,8/11/20,5,1100,0.024,26.4,0.362343817,398.5781991,BDL,BDL
7,11AUG20 6,8/11/20,6,1420,0.03,42.6,0.228565274,324.5626885,0.106,150.52
7,31AUG20 1,8/31/20,1,260,0.069,17.94,1.505816458,391.5122792,0.347,90.22
7,31AUG20 2,8/31/20,2,2010,BDL,BDL,0.278759156,560.3059026,BDL,BDL
7,31AUG20 3,8/31/20,3,2080,0.035,72.8,2.792761741,5808.944421,0.229,476.32
7,31AUG20 4,8/31/20,4,2270,0.071,161.17,0.764110297,1734.530375,0.119,270.13
7,31AUG20 5,8/31/20,5,570,0.036,20.52,1.048039638,597.3825937,BDL,BDL
7,31AUG20 6,8/31/20,6,2350,0.043,101.05,1.609651012,3782.679879,0.07,164.5
7,8SEP20 1,9/8/20,1,220,0.043,9.46,0.826583369,181.8483412,0.013,2.86
7,8SEP20 2,9/8/20,2,1880,0.012,22.56,0.21757863,409.0478242,BDL,BDL
7,8SEP20 3,9/8/20,3,1350,0.031,41.85,1.61051271,2174.192159,0.107,144.45
7,8SEP20 4,9/8/20,4,1260,0.067,84.42,0.622361051,784.1749246,0.102,128.52
