"","treatment","hurricane","session","date","plot","dlen.mm.cm2.day","mortLength.mm.cm2.day","len.mm.cm2","prodSA.m2.m2.day","morSA.m2.m2.day","SA.m2.m2","stock.newRMLg.m2","prod2.newRMLg.m2.day","mort.newRMLg.m2.day","lndlen.mm.cm2.day","lnmortLength.mm.cm2.day","lnlen.mm.cm2","lnprodSA.m2.m2.day","lnmorSA.m2.m2.day","lnSA.m2.m2","lnstock.newRMLg.m2","lnprod2.newRMLg.m2.day","lnmort.newRMLg.m2.day"
"96","Control","after",33,2018-06-27,3,51.9170038156287,57.6340120137797,8340.55769104306,0.210338806475244,0.477344388345413,85.2896560968894,1446.95812704719,13.0278201056274,6.49767725194351,3.56961079204094,3.31598571434309,8.78160150603503,-1.93177686848871,-1.53632044173437,4.18869842232422,7.09783597710713,2.03493747100477,0.840728648642139
"110","Warming","after",15,2017-09-21,4,2.01428161825577,1.174022063852,670.683949357524,0.024578129450791,0.0209130292610685,14.1212686255327,627.163219088175,0.792451623994535,0.53255368727729,0.700312259095427,0.160520688617822,6.50829816074078,-3.70183787492465,-3.8626125926494,2.64768915552174,6.44120698372931,-0.232497634665153,-0.629883808434501
"111","Warming","after",16,2017-10-20,4,4.63041156966492,1.48863020408164,717.810669841272,0.0248676372023615,0.0238749133188129,14.6434674246226,655.181694959721,2.42269634129902,0.494281972681569,1.53266735220295,0.397923544592512,6.57620598255925,-3.69017480462381,-3.73074727370143,2.68400115539412,6.48491274668233,0.884922386010842,-0.704446836526165
"112","Warming","after",17,2017-11-05,4,12.401863920383,0,941.044220408166,0.090000610827781,0,16.3351643909712,676.76983012026,2.64049840439697,0,2.51785484074614,-9.21034037197618,6.84699023774103,-2.40682833494819,-9.21034037197618,2.79332623047278,6.51733137781365,0.971005559805025,-9.21034037197618
"113","Warming","after",18,2017-11-22,4,10.0216273217435,5.64408062484255,1006.70742086168,0.071880638071616,0.0545224224101532,16.7872918229382,680.262576760968,2.33815770379045,0.724655230588927,2.30475546819927,1.73062503646263,6.91444040451474,-2.63135811180238,-2.90731081367921,2.8206281179232,6.52247901293399,0.84940608100921,-0.321921294112346
"114","Warming","after",19,2017-12-05,4,69.3318327344615,13.7854242688529,1728.8107309146,0.493393750868868,0.122961042750728,21.6796168271421,735.139593662375,13.2453774729652,1.45382670639488,4.2389055898839,2.62361907558811,7.45518907016298,-0.706245083068476,-2.09507476419092,3.07637711500746,6.60006054055843,2.58365617137327,0.37426796958417
"115","Warming","after",20,2017-12-20,4,9.06128451499121,3.53050113378686,1737.68326953893,0.0676858422222259,0.0303759445081892,20.582576178914,652.780674204152,2.00597101579018,0.296633410291316,2.20402192460387,1.26146814930449,7.46030810829565,-2.69140192262238,-3.49081761120945,3.02444975979982,6.4812413519358,0.69617809060314,-1.21492115171788
"116","Warming","after",21,2018-01-03,4,6.5254898283123,0,1829.04012713531,0.0598581640182211,0,21.4205904751691,662.059798311713,1.66763833570442,0,1.87573134426701,-9.21034037197618,7.51154664220876,-2.81410822632627,-9.21034037197618,3.06435729956865,6.49535603267727,0.5114684185518,-9.21034037197618
"117","Warming","after",22,2018-01-18,4,6.39361222474177,2.36966238347192,1889.39937475435,0.0743861769221061,0.0194463814948074,22.248988407239,678.777742820852,2.42160823023439,0.190949362509921,1.85531504254657,0.862789689982226,7.54401431933899,-2.59714171548188,-3.93496509946166,3.10230103731177,6.52029389113735,0.884473171414444,-1.65522344186569
"118","Warming","after",23,2018-01-31,4,27.1403155997443,4.11472428629573,2188.73206182919,0.367916719620171,0.172952403337521,24.7835245189134,621.56388438241,12.4797630104896,11.4544085249355,3.30102396747092,1.41459613243865,7.69107773363158,-0.999626908094822,-1.75416082088673,3.21018313341907,6.4322388571921,2.52411638615744,2.43838341013434
"119","Warming","after",24,2018-02-15,4,15.2210623028471,0.892027674477201,2403.66758125473,0.133338698381521,0.00532249067603917,27.4475595175521,666.306122395209,5.866125104624,0.0334097878209754,2.72268671632767,-0.114146023822678,7.78475105034871,-2.0141130947544,-5.21720003475957,3.31228090084325,6.501749358254,1.76921134428608,-3.3959177090651
"120","Warming","after",25,2018-02-27,4,101.310706122449,7.62537762660622,3340.52086621316,0.70309662857157,0.0551583133614034,35.4180419027974,763.938963120436,23.9455860064706,0.493362006652467,4.61819308002188,2.03149496008661,8.11388205171559,-0.352118727031693,-2.89573648182376,3.56722417199497,6.63848802567193,3.17578818264168,-0.706309410605288
"121","Warming","after",26,2018-03-16,4,12.3759468065004,11.6546480221719,3308.00964535149,0.0608601748988956,0.0746953266269751,35.5607539455492,780.820494226992,2.90961042414734,0.602292412686262,2.51576289530146,2.45571365253474,8.10410200213425,-2.79753449853149,-2.59299987420255,3.57124542457416,6.66034541055406,1.0680535656296,-0.5068461977181
"122","Warming","after",27,2018-04-04,4,16.2327545405464,11.0017416585682,3381.24382569918,0.0691595190654449,0.0774599512173003,36.1661991912248,790.365565673939,3.22784032987642,0.628857979780245,2.78703724656327,2.39806268229082,8.12599894612713,-2.66989468393256,-2.55670407757513,3.58812772364949,6.67249570631244,1.17184426506845,-0.463690829314119
"123","Warming","after",28,2018-04-18,4,17.842334553504,8.01314861246088,3518.85242887379,0.250867782278215,0.126752907114612,38.4355478286428,833.772057474993,10.4568226087911,3.36722480384688,2.88157958384481,2.08109624845477,8.16589022933172,-1.38243070554619,-2.06472707546503,3.64898535783383,6.72596017255886,2.34726420968929,1.2141186023653
"124","Warming","after",29,2018-05-02,4,12.1054487528345,4.16312880898392,3630.04490808769,0.106142553263726,0.0257119715981967,39.7889965362095,855.178577125626,3.67189812533042,0.179718189711356,2.49366392210391,1.42629092922562,8.19700032610426,-2.24203056056345,-3.65691687924245,3.68359291838084,6.75131042619797,1.30073596222718,-1.71580899570255
"125","Warming","after",30,2018-05-16,4,14.7011130115539,2.8705898607062,3347.4221537415,0.228278344884151,0.03272298657778,35.7245931585661,760.767487606782,8.64897527395063,0.448674976309975,2.68793000817306,1.05455237047143,8.11594585212505,-1.47675161793626,-3.41662619874673,3.57584213479559,6.63432790728314,2.15745241048348,-0.801233683213206
"126","Warming","after",31,2018-05-30,4,73.8552902494334,22.9800304718714,4059.67579062737,0.674992452907366,0.298513158755979,41.1809979406053,817.596573616468,20.9335211774769,6.83994105706232,4.30210899547337,3.13462995003162,8.30885841951447,-0.392905630218596,-1.20860632667663,3.71797936323075,6.70636915096815,3.04135653522792,1.92279373411093
"127","Warming","after",32,2018-06-14,4,25.967719798438,4.18085208364829,4386.47880634923,0.2242454038832,0.0624026645916975,45.0619671928883,922.207421118052,11.6439234752572,1.20850875812442,3.25685807137809,1.43053899180847,8.38628211279117,-1.49456843313861,-2.7725460896814,3.80804081040295,6.82677027536508,2.45479304196321,0.189469911422805
"128","Warming","after",33,2018-06-27,4,17.9896128495843,0,4620.34377339382,0.0929421952717637,0,47.0606244706399,946.087316083047,4.32794175212597,0,2.88980008616659,-9.21034037197618,8.43822441277642,-2.37470217612571,-9.21034037197618,3.85143877779695,6.85233497079016,1.46511518847685,-9.21034037197618
"142","Control","after",15,2017-09-21,5,4.4862839420689,20.1083797875499,491.903383333334,0.0563605326861124,0.277504965677203,11.8397306827142,974.996582135193,2.0307333138233,6.06041877208771,1.50104701916526,3.0011416060763,6.19828252516133,-2.87421342144904,-1.2815561626233,2.47146932890717,6.88243406805379,0.708446208242202,1.80179540237231
"143","Control","after",16,2017-10-20,5,7.5901423015873,4.63275778155707,536.264151133786,0.101620005204362,0.0580377840936819,12.6449451599279,993.122064852705,3.93050332091842,1.14560852526205,2.02686351469078,1.53317390912698,6.28462704542996,-2.28553128726461,-2.8449394978615,2.53726545148193,6.90085368251304,1.36879293087181,0.136023244984334
"144","Control","after",17,2017-11-05,5,8.84756889329806,4.38973823381204,616.505103004535,0.0930865300678843,0.0956716404012809,12.6822699040657,940.024469960389,2.97081730614715,4.32864771470131,2.18015402243624,1.47929237761818,6.42406676215441,-2.37315209490427,-2.34578866704481,2.54021283249683,6.84590601317818,1.08887076241662,1.46527828879934
"145","Control","after",18,2017-11-22,5,12.5890108049887,2.93456657974301,761.32176638322,0.184955008774052,0.0372784279526175,15.0808070508835,998.313469582024,7.18548242609652,0.724501864434204,2.53283221847616,1.0765938453765,6.63505622032609,-1.68710215337739,-3.28666153368132,2.71342951003375,6.9060674249396,1.972076577637,-0.32213292747147
"146","Control","after",19,2017-12-05,5,7.72030475754404,0,861.685728231292,0.0780935292302018,0,16.1072366033577,1012.29446492513,2.35622467766784,0,2.04386679239598,-9.21034037197618,6.75889073581977,-2.5485683812714,-9.21034037197618,2.77927485784497,6.91997487955456,0.85710306515189,-9.21034037197618
"147","Control","after",20,2017-12-20,5,37.2181879251701,8.41880702191988,1293.67644178004,0.604145024309012,0.292955896918747,21.2180126038186,655.206715429475,23.7878913386376,39.7895969786705,3.61680025136973,2.13048001245559,7.16524347610122,-0.503775493923119,-1.22739191369349,3.05485518501794,6.4849509345444,3.16918088773791,3.68360800889515
"148","Control","after",21,2018-01-03,5,39.1405609369939,7.48303430515063,1736.88181462585,0.460909200503511,0.0898575907192538,27.3689725724252,772.107077381114,17.8659324270256,1.61084407568448,3.66716184830961,2.01265172897279,7.45984678156166,-0.774337278476375,-2.4084169339387,3.30941363765661,6.64912337119322,2.88290128029118,0.476820389554104
"149","Control","after",22,2018-01-18,5,23.5796616137566,6.60052868480726,1991.56880856009,0.267593939263251,0.0762428782418276,30.6751858774652,828.904759788027,9.71726770140985,1.40387999657716,3.16038878537859,1.88716489976971,7.59667800335881,-1.3179109687448,-2.57252052944381,3.42345731011232,6.72010538351675,2.27391476918383,0.339311058049959
"150","Control","after",23,2018-01-31,5,9.87705112506541,13.6511528475493,1830.40551009071,0.044141011296908,0.188573016232135,27.1776228430314,730.235848561897,2.31562615770765,3.67990293148023,2.29022412251415,2.61383130112235,7.51229286613418,-3.11810306269596,-1.66773983507273,3.30239762460362,6.59336769912709,0.839723313388172,1.30291354877841
"151","Control","after",24,2018-02-15,5,7.27418183673469,10.1114314588057,1787.84676575963,0.0681432979153405,0.130731083462606,26.6196222006258,726.106810335315,3.26181888738086,2.2832382872342,1.98434509158471,2.31367650116542,7.48876730651737,-2.68467604878154,-2.0338482270398,3.28165237717344,6.58769726339823,1.18231563797331,0.825638533195291
"152","Control","after",25,2018-02-27,5,31.8880891269841,68.0018784920635,1311.52681179138,1.54851208594815,1.04288280033702,30.0972476443895,2437.85942913285,107.090539482585,22.6275301193123,3.46223569442952,4.21953680022436,7.17894731895258,0.437359101375099,0.0420846853141347,3.4044370497456,7.7988756911265,4.673675573845,3.11917173119707
"153","Control","after",26,2018-03-16,5,19.6597453750945,0.920613711734693,1761.26597171202,0.317413385180683,0.0074210666896264,39.3470036695725,2965.84193491295,17.9981178563497,0.0673194798635344,2.97857824973868,-0.082606136071207,7.47378818834486,-1.14723530348862,-4.89004730405494,3.67242236782341,7.9949162626528,2.89027274501398,-2.69682128407495
"154","Control","after",27,2018-04-04,5,16.4387956551668,7.33540024700356,1880.09760510204,0.147360026993024,0.102504026332315,41.8537524880935,3285.91988991113,14.3432231983661,1.9277446104403,2.79965021311182,1.99272560926992,7.53907902527252,-1.91419814336745,-2.27687810401043,3.73418384737239,8.09740194952145,2.66328455158439,0.656402596695642
"155","Control","after",28,2018-04-18,5,3.26319950194363,19.1080296728215,1658.26998270975,0.0239054828398914,0.284916051735495,38.3860241055466,3204.02103331221,1.29213846397354,6.67961334463599,1.182738800694,2.95011388181521,7.41353021911765,-3.72947302306316,-1.25520977842057,3.64769604287247,8.07216190408167,0.256375957968494,1.89907507414815
"156","Control","after",29,2018-05-02,5,18.2488089245222,1.98211380790411,1886.0037143424,0.390889947291881,0.0260175025325071,43.9593071700749,3449.74233964824,19.0453574922888,0.422936099524618,2.90410529328362,0.68421430491521,7.54221548564226,-0.93907342957823,-3.64514959428671,3.7832666437774,8.14605485206415,2.94682862129019,-0.860297761911488
"157","Control","after",30,2018-05-16,5,32.5539827057013,6.05699430272108,2256.96155198413,0.546293748128842,0.0881905241217676,51.2255859467141,3739.38611628784,25.0388815230209,1.68786079817888,3.48290278953563,1.80123019709027,7.72177478597055,-0.604415412722125,-2.42712249172011,3.93624108489356,8.2266767636485,3.22043387140393,0.523521172076409
"158","Control","after",31,2018-05-30,5,44.8864869209589,9.00761670715905,2759.26573497732,0.552915310075634,0.10855015826229,59.5463966116942,3988.22718289137,27.1607499205574,1.95500539984213,3.8041390178462,2.19808162187517,7.92271992150663,-0.592369592353646,-2.2196221156559,4.08675746303282,8.2911021211557,3.30177659529946,0.670444104946805
"159","Control","after",32,2018-06-14,5,33.5922901058201,5.17127990173847,3185.58088803854,0.320874946968187,0.0609696708236282,64.222910621408,4060.56137686106,12.0004965833881,1.28472740557617,3.51429955637174,1.64313955846608,8.06638996519774,-1.13639220572601,-2.79573992191017,4.1623615673727,8.3090765378273,2.48495636383458,0.250624394599436
"160","Control","after",33,2018-06-27,5,42.7285492586778,10.6110679618001,3603.10814489796,0.526341076616554,0.120580347011798,70.8093224785636,4277.79705186286,23.9796571150885,1.93455711552019,3.75486963807925,2.36190702779267,8.1895521532882,-0.641615868929294,-2.11460998922476,4.25999207769996,8.3611934719363,3.17721002090289,0.659930109498188
"174","Warming","after",15,2017-09-21,6,8.92926407065472,10.1981280731473,1700.51038567649,0.0976405341796417,0.155074282846739,17.817146301783,469.533447965876,4.37109526349422,4.16387481728324,2.07900953316202,2.04475336092756,7.43694937228576,-2.32546030548731,-2.29562713075146,2.87700118933105,6.09195604989616,1.38921179533279,0.689715210379721
"175","Warming","after",16,2017-10-20,6,14.4368628407659,15.6810886696901,1681.84699824263,0.122793432718939,0.141892541686255,18.3087859970221,686.868543180004,8.56174150607239,1.95792090839391,2.47959146196901,2.73799319705441,7.42759078814342,-2.24331229084738,-1.95323484775218,2.90538364864292,6.36731365080969,2.0911566000963,0.67118807196136
"176","Warming","after",17,2017-11-05,6,26.1462617688125,6.13586565990593,2042.03412820295,0.227011391272198,0.0991523710597786,20.9075836935022,748.121369045522,8.17323636952618,2.50012726767651,3.249705842151,1.43940326128476,7.62167112192598,-1.59570746507888,-2.98231186306656,3.03755969487733,6.44320434440088,1.89837268695744,-0.207155421925577
"177","Warming","after",18,2017-11-22,6,35.1110841773746,5.71158619425545,2483.02659794973,0.487098738067364,0.0497942508627595,27.83061676489,1243.81014838728,24.581339392879,0.55465761327047,3.55813459059983,-3.38734382994462,7.81661870435712,-0.862407413178353,-5.7580226546862,3.30471022701139,6.78530906344796,2.87306765705441,-4.553253659204
"178","Warming","after",19,2017-12-05,6,17.9366524608989,13.8868344729345,2531.67018105631,0.130665597958947,0.153252792088917,27.6824566416496,1225.22115729213,3.86233042559907,2.93332458854056,2.69762654274801,2.53767076052963,7.82973313697993,-2.42499556873731,-1.89758048740325,3.28459992487781,6.7445243865468,1.05581667325371,1.06521007413315
"179","Warming","after",20,2017-12-20,6,19.0184851511716,11.0029934063996,2651.90255722789,0.120351091349298,0.128855861321649,28.2230136177162,1195.20030825026,4.97054242007708,4.95252603637942,2.63803619223328,2.39219855240538,7.86695482512916,-2.50004219328289,-2.29808845789446,3.30353610678405,6.74939804999268,1.44691648368444,0.43468652255944
"180","Warming","after",21,2018-01-03,6,18.3924988574398,4.50653363567649,2846.30607033258,0.165777792308436,0.032079588936805,30.491256039343,1259.78298343865,6.77215750530009,0.261867544882206,2.78426991277834,0.199595170095124,7.9359124992879,-2.05600724683694,-5.08355995285622,3.37373971928903,6.78941806502961,1.50136094391997,-3.58708193206382
"181","Warming","after",22,2018-01-18,6,10.7164260959939,12.3001128886369,2822.55076844293,0.0621461309331407,0.105367708441549,30.248159792925,1261.62283562785,2.60720699283619,1.37798022144715,1.87617344730672,2.44504104105071,7.92255119400576,-3.37367147284102,-2.27026896915923,3.35673894406629,6.77078546150323,0.437947823315535,0.32044659418569
"182","Warming","after",23,2018-01-31,6,44.7153869229315,11.7638322089947,3229.68802321428,0.405773195427556,0.100939072754608,34.291251493984,1320.13499474237,12.541915535982,1.27698945571844,3.73997824156307,2.37503444207245,8.04195140835986,-0.911056336914707,-2.43693718747301,3.47716881052294,6.85114484358584,2.52472441580202,-0.0681999541443421
"183","Warming","after",24,2018-02-15,6,57.0308748733937,12.5958377947846,3877.16634417989,0.543763752377825,0.105766717707425,41.5162857206862,1439.01474104172,19.2977961911207,1.32718693877378,4.00592066170453,1.18373184050366,8.23841786663934,-0.623552954535308,-3.62964222353396,3.68472451882947,6.99787605455361,2.95015224027675,-1.31076171670248
"184","Warming","after",25,2018-02-27,6,133.211116226379,35.5231510487528,4854.04599595616,1.04366536305635,0.301287026425434,50.0362379667578,1559.74133575097,33.4883883288717,3.45220818090744,4.7757747905526,3.34049520530906,8.4246611170697,-0.192231365203829,-1.52733178936308,3.82505328694827,7.04468912773476,3.30979211006757,0.750878651364548
"185","Warming","after",26,2018-03-16,6,33.9276860004882,22.8195270030234,5114.24844318782,0.235163626948338,0.196453053173017,52.0034041708199,1578.96938576203,7.74873218932381,2.48032875257937,3.45414252242158,3.09386328949583,8.47230831240874,-1.53818734292032,-1.64735188096315,3.85459755523348,7.04045418628037,1.95285053820067,0.908291227406526
"186","Warming","after",27,2018-04-04,6,50.1822606690692,9.31807899389912,5669.36892579365,0.783242280941601,0.0911233807454768,62.5041815951418,1918.38539126586,33.7628724768627,1.52540406666929,3.14762881926481,2.18535125734851,8.53839655507667,-2.8167356753789,-2.48473958082989,3.96467452825349,7.12528147662042,2.0171562106188,0.163056716811195
"187","Warming","after",28,2018-04-18,6,16.7181794825073,16.3478400503455,5674.55367784391,0.0985049273048451,0.117518812975083,63.3339307332572,1945.94987353141,5.59255815283584,1.08006032832116,2.79276143126001,2.45920707703251,8.51843540600835,-2.32814175227396,-2.57816026934204,3.95649620794311,7.12463814040323,1.61700506987269,-0.537568874312892
"188","Warming","after",29,2018-05-02,6,22.5326540971547,13.0732241645071,5806.98569690098,0.217863803511967,0.212804554444956,64.5150446822814,1979.25164549954,11.2966695010086,6.7082720870988,3.07652316030001,2.54445874091492,8.55230477279913,-1.53018862339688,-1.69816726179311,3.96487657647651,7.02749438300114,2.41056009107488,1.52684029019864
"189","Warming","after",30,2018-05-16,6,27.5000720177356,15.4160887849584,5976.16146215986,0.252361246053913,0.176492267179146,66.0870472099379,2003.99669401159,9.08149308204479,3.07408699576044,3.21585923368739,2.62886225138463,8.59424713866312,-1.45972581685027,-1.9962372686648,3.99882130628124,7.04760075690041,2.14480720473557,0.554084002197845
"190","Warming","after",31,2018-05-30,6,47.347960542193,36.9666313201868,6121.50007126795,0.401021349649507,0.336454683185916,68.1318968914559,2042.04016946774,14.8558306603947,4.72397267963386,3.85409834809882,3.60968447628634,8.62905111836944,-0.945388432273434,-1.09122292062595,4.06454194526347,7.15430763942978,2.64467114189386,1.55012921616161
"191","Warming","after",32,2018-06-14,6,29.5993627425044,18.2137758339632,6292.28387489607,0.290160269711245,0.157820928995101,71.8046317210602,2182.82259803281,15.1226510831709,2.00639250527993,3.3574983202474,2.60945176316,8.66728282628358,-1.25997247377485,-2.2654854967019,4.13279261895147,7.254081995307,2.61960043983665,0.0224230532411729
"192","Warming","after",33,2018-06-27,6,18.6297321581196,30.4060368422582,6115.44273356954,0.115688248973177,0.276980353392372,70.5994918699519,2179.56296493837,6.45343373713969,3.35685185840088,2.91445808025689,3.40486263457351,8.64106018221982,-2.26411514823462,-1.30162244205294,4.1249234013023,7.27373550606254,1.79884669916467,1.18505910482623
